Sorting Algorithm,Array Size,Generation Mode,Number of Runs,Average Time,Minimum Time,Maximum Time,Number of Comparisons,Number of Interchanges
Heap Sort,2500,SORTED,10,182870.0,168300.0,239000.0,79958,27724
Quick Sort,2500,SORTED,10,108890.0,104800.0,123100.0,30935,18042
Merge Sort,2500,INVERSELY_SORTED,10,173250.0,160800.0,237000.0,13668,28404
Bubble Sort,2500,INVERSELY_SORTED,10,4943870.0,4506400.0,5565500.0,3123750,3123722
Insertion Sort,2500,INVERSELY_SORTED,10,1747280.0,1396000.0,3124100.0,3123750,3123722
Selection Sort,2500,INVERSELY_SORTED,10,3829560.0,3025200.0,7126200.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,202700.0,170900.0,233200.0,72166,24226
Quick Sort,2500,INVERSELY_SORTED,10,136480.0,121600.0,201800.0,37746,22924
Merge Sort,2500,NEARLY_SORTED,10,425860.0,380400.0,509100.0,25091,28404
Bubble Sort,2500,NEARLY_SORTED,10,7504040.0,6287800.0,1.10301E7,3123315,1585237
Insertion Sort,2500,NEARLY_SORTED,10,827920.0,693600.0,1075600.0,1587726,1585237
Selection Sort,2500,NEARLY_SORTED,10,3592940.0,1988500.0,5736200.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,446650.0,251900.0,1066900.0,76009,25997
Quick Sort,2500,NEARLY_SORTED,10,302260.0,272200.0,359400.0,31871,18490
Merge Sort,2500,RANDOM,10,329400.0,304900.0,397300.0,25142,28404
Bubble Sort,2500,RANDOM,10,7146900.0,6348800.0,8420200.0,3123372,1524970
Insertion Sort,2500,RANDOM,10,808070.0,689500.0,936900.0,1527459,1524970
Selection Sort,2500,RANDOM,10,2182330.0,1957000.0,2806100.0,3123750,2500
Heap Sort,2500,RANDOM,10,474090.0,248800.0,897500.0,76072,26032
Quick Sort,2500,RANDOM,10,181130.0,176200.0,190000.0,31073,20080
Merge Sort,2500,SORTED,10,434930.0,220500.0,2087200.0,14752,28404
Bubble Sort,2500,SORTED,10,1600.0,1500.0,2000.0,2499,0
Insertion Sort,2500,SORTED,10,4250.0,4200.0,4600.0,2499,0
Selection Sort,2500,SORTED,10,2200590.0,1827600.0,3912700.0,3123750,2500
Heap Sort,2500,SORTED,10,182460.0,163900.0,214500.0,79977,27751
Quick Sort,2500,SORTED,10,117000.0,103600.0,148100.0,31069,18379
Merge Sort,2500,INVERSELY_SORTED,10,383200.0,237000.0,532400.0,13673,28404
Bubble Sort,2500,INVERSELY_SORTED,10,5187330.0,4473300.0,6322500.0,3123750,3123713
Insertion Sort,2500,INVERSELY_SORTED,10,1715760.0,1397400.0,2238700.0,3123750,3123713
Selection Sort,2500,INVERSELY_SORTED,10,3499840.0,3089300.0,4311600.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,186630.0,164800.0,262900.0,72165,24223
Quick Sort,2500,INVERSELY_SORTED,10,144430.0,125100.0,210000.0,32392,21108
Merge Sort,2500,NEARLY_SORTED,10,526500.0,367800.0,703300.0,25128,28404
Bubble Sort,2500,NEARLY_SORTED,10,6995480.0,6275000.0,8195900.0,3123450,1573557
Insertion Sort,2500,NEARLY_SORTED,10,804610.0,690100.0,999400.0,1576046,1573557
Selection Sort,2500,NEARLY_SORTED,10,2179230.0,1933600.0,2914300.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,238090.0,218800.0,268400.0,76066,26009
Quick Sort,2500,NEARLY_SORTED,10,228520.0,173400.0,318800.0,31949,19524
Merge Sort,2500,RANDOM,10,520930.0,370700.0,660600.0,25136,28404
Bubble Sort,2500,RANDOM,10,7386930.0,6532600.0,8623000.0,3123684,1558629
Insertion Sort,2500,RANDOM,10,837440.0,682000.0,1002600.0,1561121,1558629
Selection Sort,2500,RANDOM,10,2582520.0,1959800.0,5046900.0,3123750,2500
Heap Sort,2500,RANDOM,10,314300.0,235000.0,419400.0,76221,26092
Quick Sort,2500,RANDOM,10,284360.0,222300.0,404100.0,32610,19127
Merge Sort,2500,SORTED,10,385790.0,304700.0,676300.0,14752,28404
Bubble Sort,2500,SORTED,10,2660.0,2400.0,4400.0,2499,0
Insertion Sort,2500,SORTED,10,6910.0,4400.0,12600.0,2499,0
Selection Sort,2500,SORTED,10,2793780.0,1813300.0,3577300.0,3123750,2500
Heap Sort,2500,SORTED,10,189650.0,168800.0,276400.0,80010,27766
Quick Sort,2500,SORTED,10,187080.0,119200.0,546900.0,32341,19503
Merge Sort,2500,INVERSELY_SORTED,10,452970.0,160400.0,761600.0,13667,28404
Bubble Sort,2500,INVERSELY_SORTED,10,5141290.0,4603000.0,6221700.0,3123750,3123718
Insertion Sort,2500,INVERSELY_SORTED,10,1684520.0,1396100.0,2229600.0,3123750,3123718
Selection Sort,2500,INVERSELY_SORTED,10,3411130.0,2976800.0,3995500.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,213130.0,165800.0,305500.0,72179,24225
Quick Sort,2500,INVERSELY_SORTED,10,149650.0,114800.0,190500.0,32862,22436
Merge Sort,2500,NEARLY_SORTED,10,360630.0,296100.0,449100.0,25065,28404
Bubble Sort,2500,NEARLY_SORTED,10,7742890.0,6013500.0,1.0998E7,3121539,1577516
Insertion Sort,2500,NEARLY_SORTED,10,761550.0,690200.0,921300.0,1580010,1577516
Selection Sort,2500,NEARLY_SORTED,10,2276370.0,1885300.0,2814300.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,243520.0,216500.0,349400.0,76109,26024
Quick Sort,2500,NEARLY_SORTED,10,231140.0,173900.0,352000.0,34684,22859
Merge Sort,2500,RANDOM,10,539080.0,446300.0,625200.0,25089,28404
Bubble Sort,2500,RANDOM,10,7540500.0,6625400.0,8504100.0,3123519,1540203
Insertion Sort,2500,RANDOM,10,859060.0,678800.0,1011000.0,1542698,1540203
Selection Sort,2500,RANDOM,10,2260530.0,1889000.0,2846500.0,3123750,2500
Heap Sort,2500,RANDOM,10,271160.0,217800.0,344600.0,76032,25974
Quick Sort,2500,RANDOM,10,188110.0,173500.0,233700.0,30591,17690
Merge Sort,2500,SORTED,10,154280.0,143200.0,172000.0,14752,28404
Bubble Sort,2500,SORTED,10,1560.0,1400.0,2100.0,2499,0
Insertion Sort,2500,SORTED,10,4270.0,4200.0,4600.0,2499,0
Selection Sort,2500,SORTED,10,2121090.0,1805400.0,2489800.0,3123750,2500
Heap Sort,2500,SORTED,10,196770.0,169500.0,279500.0,80059,27807
Quick Sort,2500,SORTED,10,113380.0,101600.0,139900.0,33374,20565
Merge Sort,2500,INVERSELY_SORTED,10,219480.0,154900.0,282400.0,13670,28404
Bubble Sort,2500,INVERSELY_SORTED,10,4967210.0,4594900.0,5498800.0,3123750,3123717
Insertion Sort,2500,INVERSELY_SORTED,10,1697760.0,1397000.0,2209500.0,3123749,3123717
Selection Sort,2500,INVERSELY_SORTED,10,3730960.0,3149200.0,5253900.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,237330.0,195100.0,277400.0,72163,24226
Quick Sort,2500,INVERSELY_SORTED,10,141800.0,119100.0,185300.0,30502,18861
Merge Sort,2500,NEARLY_SORTED,10,535320.0,414300.0,683000.0,25134,28404
Bubble Sort,2500,NEARLY_SORTED,10,7955280.0,6665600.0,1.11545E7,3120264,1569589
Insertion Sort,2500,NEARLY_SORTED,10,809760.0,710800.0,1044200.0,1572084,1569589
Selection Sort,2500,NEARLY_SORTED,10,2571460.0,2023600.0,3386900.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,246330.0,229500.0,282400.0,76083,26019
Quick Sort,2500,NEARLY_SORTED,10,190390.0,175900.0,255700.0,29949,17986
Merge Sort,5000,RANDOM,10,1139440.0,712100.0,1511400.0,55176,61808
Bubble Sort,5000,RANDOM,10,3.630158E7,3.1807E7,5.69966E7,12494944,6264564
Insertion Sort,5000,RANDOM,10,3918370.0,3194000.0,4551800.0,6269559,6264564
Selection Sort,5000,RANDOM,10,9469030.0,8868000.0,1.03742E7,12497500,5000
Heap Sort,5000,RANDOM,10,638740.0,509300.0,882100.0,167082,56983
Quick Sort,5000,RANDOM,10,415990.0,384000.0,498800.0,70566,44865
Merge Sort,5000,SORTED,10,484780.0,306600.0,788300.0,32004,61808
Bubble Sort,5000,SORTED,10,4560.0,4000.0,5300.0,4999,0
Insertion Sort,5000,SORTED,10,10430.0,8400.0,25600.0,4999,0
Selection Sort,5000,SORTED,10,1.161154E7,8215600.0,2.37805E7,12497500,5000
Heap Sort,5000,SORTED,10,455670.0,353700.0,532000.0,175362,60737
Quick Sort,5000,SORTED,10,226800.0,207200.0,281700.0,67600,39475
Merge Sort,5000,INVERSELY_SORTED,10,676230.0,379700.0,875200.0,29874,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.127358E7,2.01179E7,2.43901E7,12497500,12497379
Insertion Sort,5000,INVERSELY_SORTED,10,7208870.0,5881400.0,8484900.0,12497497,12497379
Selection Sort,5000,INVERSELY_SORTED,10,2.340426E7,1.5961E7,5.39167E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,541530.0,483300.0,680400.0,159151,53423
Quick Sort,5000,INVERSELY_SORTED,10,372000.0,260200.0,524500.0,71020,40911
Merge Sort,5000,NEARLY_SORTED,10,1000060.0,819400.0,1357100.0,55282,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.497404E7,3.26867E7,3.94848E7,12496680,6274118
Insertion Sort,5000,NEARLY_SORTED,10,3717860.0,2877100.0,7936100.0,6279114,6274118
Selection Sort,5000,NEARLY_SORTED,10,9589330.0,8019800.0,1.12662E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,839530.0,590000.0,1225900.0,167500,57193
Quick Sort,5000,NEARLY_SORTED,10,642860.0,466400.0,1538500.0,67205,39004
Merge Sort,5000,RANDOM,10,1132490.0,820400.0,1511500.0,55128,61808
Bubble Sort,5000,RANDOM,10,4.707951E7,3.25883E7,1.434818E8,12496905,6278546
Insertion Sort,5000,RANDOM,10,3801600.0,2892500.0,4902300.0,6283538,6278546
Selection Sort,5000,RANDOM,10,9044880.0,8406600.0,1.00619E7,12497500,5000
Heap Sort,5000,RANDOM,10,742240.0,512800.0,1003600.0,167328,57151
Quick Sort,5000,RANDOM,10,555590.0,460500.0,796100.0,73498,41821
Merge Sort,5000,SORTED,10,508630.0,348800.0,619000.0,32004,61808
Bubble Sort,5000,SORTED,10,4810.0,4400.0,5900.0,4999,0
Insertion Sort,5000,SORTED,10,8750.0,8700.0,9100.0,4999,0
Selection Sort,5000,SORTED,10,1.143581E7,8156700.0,1.64416E7,12497500,5000
Heap Sort,5000,SORTED,10,554220.0,457100.0,931600.0,175395,60766
Quick Sort,5000,SORTED,10,257000.0,217900.0,381700.0,70135,38549
Merge Sort,5000,INVERSELY_SORTED,10,553200.0,338500.0,987800.0,29881,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.962424E7,1.94329E7,8.31965E7,12497500,12497379
Insertion Sort,5000,INVERSELY_SORTED,10,7532380.0,5894900.0,1.02854E7,12497499,12497379
Selection Sort,5000,INVERSELY_SORTED,10,1.579348E7,1.40403E7,1.94038E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,546270.0,451000.0,651300.0,159181,53439
Quick Sort,5000,INVERSELY_SORTED,10,337900.0,245000.0,480400.0,75214,43753
Merge Sort,5000,NEARLY_SORTED,10,2282710.0,1257400.0,5989500.0,55169,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.364886E7,3.25951E7,3.54799E7,12495484,6155284
Insertion Sort,5000,NEARLY_SORTED,10,3427430.0,2684000.0,5942500.0,6160279,6155284
Selection Sort,5000,NEARLY_SORTED,10,8615530.0,7487000.0,9760200.0,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,530130.0,489700.0,602500.0,167488,57225
Quick Sort,5000,NEARLY_SORTED,10,438720.0,369600.0,534800.0,68065,41570
Merge Sort,5000,RANDOM,10,971190.0,657000.0,2491000.0,55280,61808
Bubble Sort,5000,RANDOM,10,3.480281E7,3.28386E7,3.7558E7,12496797,6230944
Insertion Sort,5000,RANDOM,10,3592960.0,2686100.0,7345900.0,6235937,6230944
Selection Sort,5000,RANDOM,10,8949490.0,7852200.0,1.12424E7,12497500,5000
Heap Sort,5000,RANDOM,10,511050.0,485200.0,552800.0,167291,57099
Quick Sort,5000,RANDOM,10,509320.0,392100.0,664000.0,69777,39618
Merge Sort,5000,SORTED,10,382420.0,295600.0,471400.0,32004,61808
Bubble Sort,5000,SORTED,10,2640.0,2500.0,3100.0,4999,0
Insertion Sort,5000,SORTED,10,8440.0,8400.0,8700.0,4999,0
Selection Sort,5000,SORTED,10,8623540.0,7594400.0,9595000.0,12497500,5000
Heap Sort,5000,SORTED,10,682330.0,351300.0,2027900.0,175451,60793
Quick Sort,5000,SORTED,10,246270.0,211200.0,325300.0,66879,36728
Merge Sort,5000,INVERSELY_SORTED,10,381210.0,319000.0,622700.0,29881,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.192472E7,1.98856E7,2.80018E7,12497500,12497360
Insertion Sort,5000,INVERSELY_SORTED,10,7385500.0,5712500.0,1.03333E7,12497499,12497360
Selection Sort,5000,INVERSELY_SORTED,10,1.799668E7,1.3956E7,2.31241E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,554120.0,368700.0,808400.0,159175,53432
Quick Sort,5000,INVERSELY_SORTED,10,265770.0,249800.0,304400.0,68493,41370
Merge Sort,5000,NEARLY_SORTED,10,1459890.0,858700.0,3221800.0,55278,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.537769E7,3.15381E7,3.95974E7,12494179,6226802
Insertion Sort,5000,NEARLY_SORTED,10,3416870.0,2870800.0,3896100.0,6231794,6226802
Selection Sort,5000,NEARLY_SORTED,10,9628350.0,7801600.0,1.23679E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,649070.0,522600.0,874700.0,167219,57068
Quick Sort,5000,NEARLY_SORTED,10,437530.0,381100.0,521200.0,68237,43274
Merge Sort,5000,RANDOM,10,991190.0,782800.0,1695100.0,55244,61808
Bubble Sort,5000,RANDOM,10,8.023412E7,3.64213E7,2.015434E8,12487489,6249252
Insertion Sort,5000,RANDOM,10,3633100.0,2856700.0,4524900.0,6254242,6249252
Selection Sort,5000,RANDOM,10,9735450.0,7663600.0,1.12929E7,12497500,5000
Heap Sort,5000,RANDOM,10,646730.0,500100.0,881600.0,167220,57062
Quick Sort,5000,RANDOM,10,414230.0,376700.0,487200.0,75146,49089
Merge Sort,5000,SORTED,10,764810.0,357300.0,1280300.0,32004,61808
Bubble Sort,5000,SORTED,10,2730.0,2600.0,3200.0,4999,0
Insertion Sort,5000,SORTED,10,8760.0,8700.0,9000.0,4999,0
Selection Sort,5000,SORTED,10,9755570.0,7261300.0,1.35294E7,12497500,5000
Heap Sort,5000,SORTED,10,372810.0,361300.0,391000.0,175471,60794
Quick Sort,5000,SORTED,10,586470.0,335900.0,1240900.0,72865,43596
Merge Sort,5000,INVERSELY_SORTED,10,513690.0,333600.0,844200.0,29884,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.26801E7,2.16534E7,2.44267E7,12497500,12497362
Insertion Sort,5000,INVERSELY_SORTED,10,7014670.0,5688600.0,8678900.0,12497498,12497362
Selection Sort,5000,INVERSELY_SORTED,10,1.62935E7,1.52225E7,1.7556E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,388280.0,367600.0,430200.0,159127,53407
Quick Sort,5000,INVERSELY_SORTED,10,394830.0,329300.0,554200.0,85315,48991
Merge Sort,5000,NEARLY_SORTED,10,879780.0,814400.0,1075000.0,55198,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.57873E7,3.15299E7,4.1526E7,12495355,6313576
Insertion Sort,5000,NEARLY_SORTED,10,3673900.0,2718500.0,8064200.0,6318567,6313576
Selection Sort,5000,NEARLY_SORTED,10,9794640.0,7249700.0,1.47436E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,501380.0,484700.0,582100.0,167360,57121
Quick Sort,5000,NEARLY_SORTED,10,674880.0,375700.0,1121500.0,69584,39484
Merge Sort,5000,RANDOM,10,1368020.0,969700.0,2598700.0,55268,61808
Bubble Sort,5000,RANDOM,10,3.769559E7,3.39029E7,4.03135E7,12495484,6342082
Insertion Sort,5000,RANDOM,10,3286080.0,2860300.0,4536700.0,6347071,6342082
Selection Sort,5000,RANDOM,10,9868710.0,7315800.0,1.4743E7,12497500,5000
Heap Sort,5000,RANDOM,10,713450.0,487800.0,1172000.0,167322,57099
Quick Sort,5000,RANDOM,10,376770.0,362500.0,416500.0,69530,40862
Merge Sort,5000,SORTED,10,868400.0,513200.0,1660800.0,32004,61808
Bubble Sort,5000,SORTED,10,7770.0,4400.0,16200.0,4999,0
Insertion Sort,5000,SORTED,10,17480.0,11500.0,30100.0,4999,0
Selection Sort,5000,SORTED,10,9444160.0,7093900.0,1.5074E7,12497500,5000
Heap Sort,5000,SORTED,10,384210.0,342600.0,513500.0,175413,60769
Quick Sort,5000,SORTED,10,217830.0,211700.0,230100.0,74271,41485
Merge Sort,5000,INVERSELY_SORTED,10,1056390.0,639100.0,1953500.0,29871,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.064003E7,1.92463E7,2.25432E7,12497500,12497386
Insertion Sort,5000,INVERSELY_SORTED,10,6509690.0,5558200.0,7874800.0,12497500,12497386
Selection Sort,5000,INVERSELY_SORTED,10,1.564094E7,1.40083E7,1.98174E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,561400.0,353500.0,1456400.0,159176,53435
Quick Sort,5000,INVERSELY_SORTED,10,255100.0,238500.0,271400.0,68281,38782
Merge Sort,5000,NEARLY_SORTED,10,1353610.0,916900.0,3834400.0,55279,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.745891E7,3.34519E7,4.39811E7,12489499,6272935
Insertion Sort,5000,NEARLY_SORTED,10,3785350.0,2796100.0,7547100.0,6277926,6272935
Selection Sort,5000,NEARLY_SORTED,10,8524360.0,7536900.0,9595500.0,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,643850.0,507100.0,848500.0,167187,57060
Quick Sort,5000,NEARLY_SORTED,10,396130.0,367200.0,465100.0,73064,47954
Merge Sort,5000,RANDOM,10,1233910.0,853600.0,2031200.0,55179,61808
Bubble Sort,5000,RANDOM,10,3.532459E7,3.22773E7,4.20788E7,12496939,6212650
Insertion Sort,5000,RANDOM,10,3677410.0,2859400.0,4899700.0,6217642,6212650
Selection Sort,5000,RANDOM,10,1.159932E7,7633100.0,2.94353E7,12497500,5000
Heap Sort,5000,RANDOM,10,608200.0,508700.0,781200.0,167192,57053
Quick Sort,5000,RANDOM,10,493140.0,384300.0,744200.0,71058,38366
Merge Sort,5000,SORTED,10,780460.0,682200.0,1065600.0,32004,61808
Bubble Sort,5000,SORTED,10,3100.0,2700.0,6600.0,4999,0
Insertion Sort,5000,SORTED,10,10060.0,8700.0,12500.0,4999,0
Selection Sort,5000,SORTED,10,9631320.0,7222800.0,1.25971E7,12497500,5000
Heap Sort,5000,SORTED,10,380310.0,353900.0,560900.0,175338,60733
Quick Sort,5000,SORTED,10,550410.0,217200.0,1420800.0,86588,48113
Merge Sort,5000,INVERSELY_SORTED,10,840280.0,557300.0,1190400.0,29864,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.25355E7,1.96662E7,2.64338E7,12497500,12497389
Insertion Sort,5000,INVERSELY_SORTED,10,6822880.0,5429200.0,9187500.0,12497495,12497389
Selection Sort,5000,INVERSELY_SORTED,10,1.46159E7,1.28614E7,1.6062E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,564530.0,388900.0,948400.0,159155,53423
Quick Sort,5000,INVERSELY_SORTED,10,273030.0,237100.0,377200.0,67149,38930
Merge Sort,5000,NEARLY_SORTED,10,1183170.0,988100.0,1966600.0,55286,61808
Bubble Sort,5000,NEARLY_SORTED,10,3.550092E7,3.34196E7,4.19707E7,12495484,6300444
Insertion Sort,5000,NEARLY_SORTED,10,3432890.0,2716000.0,5300500.0,6305436,6300444
Selection Sort,5000,NEARLY_SORTED,10,8823580.0,7477100.0,1.06086E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,773190.0,509000.0,944300.0,167429,57138
Quick Sort,5000,NEARLY_SORTED,10,537170.0,393700.0,743200.0,69828,38724
Merge Sort,5000,RANDOM,10,1061260.0,789100.0,3003100.0,55249,61808
Bubble Sort,5000,RANDOM,10,3.357856E7,3.02801E7,3.76664E7,12495015,6319743
Insertion Sort,5000,RANDOM,10,3452070.0,2724900.0,4523400.0,6324734,6319743
Selection Sort,5000,RANDOM,10,1.089961E7,7714400.0,1.33814E7,12497500,5000
Heap Sort,5000,RANDOM,10,631460.0,502100.0,1157900.0,167254,57076
Quick Sort,5000,RANDOM,10,447170.0,381500.0,640500.0,74809,46264
Merge Sort,5000,SORTED,10,411480.0,308000.0,484300.0,32004,61808
Bubble Sort,5000,SORTED,10,2710.0,2600.0,3200.0,4999,0
Insertion Sort,5000,SORTED,10,8770.0,8700.0,9300.0,4999,0
Selection Sort,5000,SORTED,10,9542010.0,7194700.0,1.4605E7,12497500,5000
Heap Sort,5000,SORTED,10,388340.0,357400.0,514200.0,175420,60760
Quick Sort,5000,SORTED,10,306480.0,256300.0,366800.0,75297,47957
Merge Sort,5000,INVERSELY_SORTED,10,501140.0,476500.0,604600.0,29885,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.100748E7,1.90963E7,2.37481E7,12497500,12497369
Insertion Sort,5000,INVERSELY_SORTED,10,1.989114E7,7603100.0,4.60578E7,12497496,12497369
Selection Sort,5000,INVERSELY_SORTED,10,5.424517E7,1.68384E7,1.119787E8,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,496570.0,366300.0,672500.0,159157,53416
Quick Sort,5000,INVERSELY_SORTED,10,266490.0,251100.0,292100.0,67429,40830
Merge Sort,5000,NEARLY_SORTED,10,1492250.0,692500.0,5401600.0,55288,61808
Bubble Sort,5000,NEARLY_SORTED,10,4.778321E7,3.79365E7,5.86213E7,12494799,6237854
Insertion Sort,5000,NEARLY_SORTED,10,5386240.0,3170400.0,7334900.0,6242846,6237854
Selection Sort,5000,NEARLY_SORTED,10,2.237446E7,9978500.0,4.9435E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,1247380.0,651200.0,3239100.0,167356,57132
Quick Sort,5000,NEARLY_SORTED,10,701540.0,392500.0,1692700.0,78310,46110
Merge Sort,5000,RANDOM,10,1568000.0,1050300.0,2747000.0,55153,61808
Bubble Sort,5000,RANDOM,10,5.371354E7,3.59096E7,1.006726E8,12495015,6303835
Insertion Sort,5000,RANDOM,10,3689700.0,2869100.0,5391200.0,6308828,6303835
Selection Sort,5000,RANDOM,10,8943400.0,7937500.0,1.02535E7,12497500,5000
Heap Sort,5000,RANDOM,10,507000.0,482400.0,525800.0,167215,57044
Quick Sort,5000,RANDOM,10,452300.0,381700.0,620800.0,70839,39516
Merge Sort,5000,SORTED,10,608800.0,454900.0,1024300.0,32004,61808
Bubble Sort,5000,SORTED,10,3240.0,3100.0,3800.0,4999,0
Insertion Sort,5000,SORTED,10,10040.0,8400.0,24600.0,4999,0
Selection Sort,5000,SORTED,10,8085310.0,7275400.0,8836200.0,12497500,5000
Heap Sort,5000,SORTED,10,398690.0,346900.0,587400.0,175406,60766
Quick Sort,5000,SORTED,10,230520.0,205400.0,324400.0,78616,47065
Merge Sort,5000,INVERSELY_SORTED,10,677210.0,474800.0,914200.0,29898,61808
Bubble Sort,5000,INVERSELY_SORTED,10,4.416679E7,2.01601E7,1.465115E8,12497500,12497352
Insertion Sort,5000,INVERSELY_SORTED,10,6880810.0,5567600.0,8721100.0,12497495,12497352
Selection Sort,5000,INVERSELY_SORTED,10,1.572975E7,1.48089E7,1.64807E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,467410.0,355800.0,563200.0,159136,53405
Quick Sort,5000,INVERSELY_SORTED,10,367730.0,282800.0,618900.0,69254,43978
Merge Sort,5000,NEARLY_SORTED,10,1211010.0,787200.0,3246800.0,55233,61808
Bubble Sort,5000,NEARLY_SORTED,10,4.015406E7,3.47186E7,4.82811E7,12495609,6258199
Insertion Sort,5000,NEARLY_SORTED,10,1.024149E7,4459400.0,2.48121E7,6263185,6258199
Selection Sort,5000,NEARLY_SORTED,10,3.123876E7,1.01729E7,1.123805E8,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,1030760.0,680300.0,1738000.0,167309,57133
Quick Sort,5000,NEARLY_SORTED,10,1264160.0,499300.0,3765000.0,68034,41499
Merge Sort,5000,RANDOM,10,2665100.0,1035000.0,1.3224E7,55195,61808
Bubble Sort,5000,RANDOM,10,4.978079E7,3.85366E7,7.49235E7,12497395,6338186
Insertion Sort,5000,RANDOM,10,4171950.0,2900500.0,7161300.0,6343175,6338186
Selection Sort,5000,RANDOM,10,9675630.0,8110100.0,1.12953E7,12497500,5000
Heap Sort,5000,RANDOM,10,597720.0,504400.0,788500.0,167198,57059
Quick Sort,5000,RANDOM,10,556460.0,386700.0,1129400.0,70392,43592
Merge Sort,5000,SORTED,10,447360.0,294900.0,592900.0,32004,61808
Bubble Sort,5000,SORTED,10,2650.0,2500.0,3200.0,4999,0
Insertion Sort,5000,SORTED,10,8450.0,8400.0,8700.0,4999,0
Selection Sort,5000,SORTED,10,8769860.0,7691500.0,1.07202E7,12497500,5000
Heap Sort,5000,SORTED,10,367960.0,353300.0,466600.0,175385,60750
Quick Sort,5000,SORTED,10,227410.0,216800.0,258500.0,68772,41694
Merge Sort,5000,INVERSELY_SORTED,10,451540.0,332300.0,928500.0,29882,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.506259E7,2.00116E7,4.16882E7,12497500,12497390
Insertion Sort,5000,INVERSELY_SORTED,10,6951150.0,5695600.0,9205900.0,12497499,12497390
Selection Sort,5000,INVERSELY_SORTED,10,1.521075E7,1.30066E7,1.7438E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,507250.0,371500.0,842600.0,159129,53419
Quick Sort,5000,INVERSELY_SORTED,10,270130.0,248300.0,358500.0,68532,39911
Merge Sort,5000,NEARLY_SORTED,10,966550.0,664800.0,1240200.0,55335,61808
Bubble Sort,5000,NEARLY_SORTED,10,4.06191E7,3.48581E7,5.74326E7,12491829,6125851
Insertion Sort,5000,NEARLY_SORTED,10,5437820.0,2734100.0,1.01066E7,6130841,6125851
Selection Sort,5000,NEARLY_SORTED,10,1.274725E7,9228500.0,1.51169E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,2423650.0,508800.0,1.79348E7,167385,57182
Quick Sort,5000,NEARLY_SORTED,10,548490.0,380600.0,773500.0,72055,41842
Merge Sort,5000,RANDOM,10,1227440.0,1121500.0,1332100.0,55233,61808
Bubble Sort,5000,RANDOM,10,3.926335E7,3.2031E7,5.20385E7,12479545,6228426
Insertion Sort,5000,RANDOM,10,5463400.0,3100300.0,1.18355E7,6233419,6228426
Selection Sort,5000,RANDOM,10,1.13355E7,8405200.0,1.33653E7,12497500,5000
Heap Sort,5000,RANDOM,10,779330.0,518500.0,1027900.0,167303,57126
Quick Sort,5000,RANDOM,10,439990.0,387900.0,580300.0,71268,41816
Merge Sort,5000,SORTED,10,857850.0,611000.0,1252200.0,32004,61808
Bubble Sort,5000,SORTED,10,3010.0,2600.0,5900.0,4999,0
Insertion Sort,5000,SORTED,10,115400.0,11800.0,998000.0,4999,0
Selection Sort,5000,SORTED,10,1.305828E7,9632100.0,1.97331E7,12497500,5000
Heap Sort,5000,SORTED,10,864470.0,459600.0,3853000.0,175367,60712
Quick Sort,5000,SORTED,10,228390.0,216300.0,259300.0,66875,41104
